eight gas infrared absorption band,,H2S,,CH4,,CO2,,CO,,NO,,CH2O,,NO2,,SO2,measured FTIR,,H2S,,CH4,,CO2,,CO,,NO,,CH2O,,NO2,,SO2
Figure 2c-up,wavelength(um),absorption,wavelength(um),absorption,wavelength(um),absorption,wavelength(um),absorption,wavelength(um),absorption,wavelength(um),absorption,wavelength(um),absorption,wavelength(um),absorption,,wavelength(um),absorption,wavelength(um),absorption,wavelength(um),absorption,wavelength(um),absorption,wavelength(um),absorption,wavelength(um),absorption,wavelength(um),absorption,wavelength(um),absorption
,0.540998579,0,0.540998579,0,0.540998579,0,0.540998579,0,0.542392389,0,0.536707729,0,0.540998579,0,0.540998579,0,,,,,,,,,,,,,,,,,
,0.540967687,0,0.540967687,0,0.540967687,0,0.540967687,0,0.542361337,0,0.536677325,0,0.540967687,0,0.540967687,0,,,,,,,,,,,,,,,,,
,0.540936798,0,0.540936798,0,0.540936798,0,0.540936798,0,0.542330289,0,0.536646925,0,0.540936798,0,0.540936798,0,,,,,,,,,,,,,,,,,
,0.540905913,0,0.540905913,0,0.540905913,0,0.540905913,0,0.542299245,0,0.536616527,0,0.540905913,0,0.540905913,0,,,,,,,,,,,,,,,,,
,0.540875031,0,0.540875031,0,0.540875031,0,0.540875031,0,0.542268204,0,0.536586134,0,0.540875031,0,0.540875031,0,,,,,,,,,,,,,,,,,
,0.540844153,0,0.540844153,0,0.540844153,0,0.540844153,0,0.542237166,0,0.536555743,0,0.540844153,0,0.540844153,0,,,,,,,,,,,,,,,,,
,0.540813279,0,0.540813279,0,0.540813279,0,0.540813279,0,0.542206133,0,0.536525356,0,0.540813279,0,0.540813279,0,,,,,,,,,,,,,,,,,
,0.540782408,0,0.540782408,0,0.540782408,0,0.540782408,0,0.542175102,0,0.536494973,0,0.540782408,0,0.540782408,0,,,,,,,,,,,,,,,,,
,0.54075154,0,0.54075154,0,0.54075154,0,0.54075154,0,0.542144076,0,0.536464593,0,0.54075154,0,0.54075154,0,,,,,,,,,,,,,,,,,
,0.540720676,0,0.540720676,0,0.540720676,0,0.540720676,0,0.542113053,0,0.536434216,0,0.540720676,0,0.540720676,0,,,,,,,,,,,,,,,,,
,0.540689816,0,0.540689816,0,0.540689816,0,0.540689816,0,0.542082033,0,0.536403843,0,0.540689816,0,0.540689816,0,,,,,,,,,,,,,,,,,
,0.540658959,0,0.540658959,0,0.540658959,0,0.540658959,0,0.542051017,0,0.536373474,0,0.540658959,0,0.540658959,0,,,,,,,,,,,,,,,,,
,0.540628105,0,0.540628105,0,0.540628105,0,0.540628105,0,0.542020004,0,0.536343107,0,0.540628105,0,0.540628105,0,,,,,,,,,,,,,,,,,
,0.540597256,0,0.540597256,0,0.540597256,0,0.540597256,0,0.541988995,0,0.536312744,0,0.540597256,0,0.540597256,0,,,,,,,,,,,,,,,,,
,0.540566409,0,0.540566409,0,0.540566409,0,0.540566409,0,0.54195799,0,0.536282385,0,0.540566409,0,0.540566409,0,,,,,,,,,,,,,,,,,
,0.540535566,0,0.540535566,0,0.540535566,0,0.540535566,0,0.541926988,0,0.536252029,0,0.540535566,0,0.540535566,0,,,,,,,,,,,,,,,,,
,0.540504727,0,0.540504727,0,0.540504727,0,0.540504727,0,0.54189599,0,0.536221677,0,0.540504727,0,0.540504727,0,,,,,,,,,,,,,,,,,
,0.540473891,0,0.540473891,0,0.540473891,0,0.540473891,0,0.541864995,0,0.536191328,0,0.540473891,0,0.540473891,0,,,,,,,,,,,,,,,,,
,0.540443059,0,0.540443059,0,0.540443059,0,0.540443059,0,0.541834004,0,0.536160982,0,0.540443059,0,0.540443059,0,,,,,,,,,,,,,,,,,
,0.54041223,0,0.54041223,0,0.54041223,0,0.54041223,0,0.541803016,0,0.53613064,0,0.54041223,0,0.54041223,0,,,,,,,,,,,,,,,,,
,0.540381405,0,0.540381405,0,0.540381405,0,0.540381405,0,0.541772032,0,0.536100301,0,0.540381405,0,0.540381405,0,,,,,,,,,,,,,,,,,
,0.540350583,0,0.540350583,0,0.540350583,0,0.540350583,0,0.541741052,0,0.536069966,0,0.540350583,0,0.540350583,0,,,,,,,,,,,,,,,,,
,0.540319765,0,0.540319765,0,0.540319765,0,0.540319765,0,0.541710074,0,0.536039634,0,0.540319765,0,0.540319765,0,,,,,,,,,,,,,,,,,
,0.54028895,0,0.54028895,0,0.54028895,0,0.54028895,0,0.541679101,0,0.536009305,0,0.54028895,0,0.54028895,0,,,,,,,,,,,,,,,,,
,0.540258139,0,0.540258139,0,0.540258139,0,0.540258139,0,0.541648131,0,0.53597898,0,0.540258139,0,0.540258139,0,,,,,,,,,,,,,,,,,
,0.540227331,0,0.540227331,0,0.540227331,0,0.540227331,0,0.541617165,0,0.535948659,0,0.540227331,0,0.540227331,0,,,,,,,,,,,,,,,,,
,0.540196527,0,0.540196527,0,0.540196527,0,0.540196527,0,0.541586202,0,0.53591834,0,0.540196527,0,0.540196527,0,,,,,,,,,,,,,,,,,
,0.540165726,0,0.540165726,0,0.540165726,0,0.540165726,0,0.541555242,0,0.535888026,0,0.540165726,0,0.540165726,0,,,,,,,,,,,,,,,,,
,0.540134929,0,0.540134929,0,0.540134929,0,0.540134929,0,0.541524287,0,0.535857714,0,0.540134929,0,0.540134929,0,,,,,,,,,,,,,,,,,
,0.540104136,0,0.540104136,0,0.540104136,0,0.540104136,0,0.541493334,0,0.535827406,0,0.540104136,0,0.540104136,0,,,,,,,,,,,,,,,,,
,0.540073345,0,0.540073345,0,0.540073345,0,0.540073345,0,0.541462386,0,0.535797102,0,0.540073345,0,0.540073345,0,,,,,,,,,,,,,,,,,
,0.540042559,0,0.540042559,0,0.540042559,0,0.540042559,0,0.54143144,0,0.535766801,0,0.540042559,0,0.540042559,0,,,,,,,,,,,,,,,,,
,0.540011776,0,0.540011776,0,0.540011776,0,0.540011776,0,0.541400499,0,0.535736503,0,0.540011776,0,0.540011776,0,,,,,,,,,,,,,,,,,
,0.539980996,0,0.539980996,0,0.539980996,0,0.539980996,0,0.541369561,0,0.535706209,0,0.539980996,0,0.539980996,0,,,,,,,,,,,,,,,,,
,0.53995022,0,0.53995022,0,0.53995022,0,0.53995022,0,0.541338626,0,0.535675918,0,0.53995022,0,0.53995022,0,,,,,,,,,,,,,,,,,
,0.539919447,0,0.539919447,0,0.539919447,0,0.539919447,0,0.541307695,0,0.535645631,0,0.539919447,0,0.539919447,0,,,,,,,,,,,,,,,,,
,0.539888678,0,0.539888678,0,0.539888678,0,0.539888678,0,0.541276768,0,0.535615347,0,0.539888678,0,0.539888678,0,,,,,,,,,,,,,,,,,
,0.539857913,0,0.539857913,0,0.539857913,0,0.539857913,0,0.541245844,0,0.535585067,0,0.539857913,0,0.539857913,0,,,,,,,,,,,,,,,,,
,0.539827151,0,0.539827151,0,0.539827151,0,0.539827151,0,0.541214923,0,0.53555479,0,0.539827151,0,0.539827151,0,,,,,,,,,,,,,,,,,
,0.539796392,0,0.539796392,0,0.539796392,0,0.539796392,0,0.541184006,0,0.535524516,0,0.539796392,0,0.539796392,0,,,,,,,,,,,,,,,,,
,0.539765637,0,0.539765637,0,0.539765637,0,0.539765637,0,0.541153093,0,0.535494246,0,0.539765637,0,0.539765637,0,,,,,,,,,,,,,,,,,
,0.539734886,0,0.539734886,0,0.539734886,0,0.539734886,0,0.541122183,0,0.535463979,0,0.539734886,0,0.539734886,0,,,,,,,,,,,,,,,,,
,0.539704137,0,0.539704137,0,0.539704137,0,0.539704137,0,0.541091277,0,0.535433716,0,0.539704137,0,0.539704137,0,,,,,,,,,,,,,,,,,
,0.539673393,0,0.539673393,0,0.539673393,0,0.539673393,0,0.541060374,0,0.535403456,0,0.539673393,0,0.539673393,0,,,,,,,,,,,,,,,,,
,0.539642652,0,0.539642652,0,0.539642652,0,0.539642652,0,0.541029475,0,0.535373199,0,0.539642652,0,0.539642652,0,,,,,,,,,,,,,,,,,
,0.539611914,0,0.539611914,0,0.539611914,0,0.539611914,0,0.540998579,0,0.535342946,0,0.539611914,0,0.539611914,0,,,,,,,,,,,,,,,,,
,0.53958118,0,0.53958118,0,0.53958118,0,0.53958118,0,0.540967687,0,0.535312696,0,0.53958118,0,0.53958118,0,,,,,,,,,,,,,,,,,
,0.53955045,0,0.53955045,0,0.53955045,0,0.53955045,0,0.540936798,0,0.53528245,0,0.53955045,0,0.53955045,0,,,,,,,,,,,,,,,,,
,0.539519723,0,0.539519723,0,0.539519723,0,0.539519723,0,0.540905913,0,0.535252207,0,0.539519723,0,0.539519723,0,,,,,,,,,,,,,,,,,
,0.539488999,0,0.539488999,0,0.539488999,0,0.539488999,0,0.540875031,0,0.535221968,0,0.539488999,0,0.539488999,0,,,,,,,,,,,,,,,,,
,0.539458279,0,0.539458279,0,0.539458279,0,0.539458279,0,0.540844153,0,0.535191732,0,0.539458279,0,0.539458279,0,,,,,,,,,,,,,,,,,
,0.539427563,0,0.539427563,0,0.539427563,0,0.539427563,0,0.540813279,0,0.535161499,0,0.539427563,0,0.539427563,0,,,,,,,,,,,,,,,,,
,0.53939685,0,0.53939685,0,0.53939685,0,0.53939685,0,0.540782408,0,0.53513127,0,0.53939685,0,0.53939685,0,,,,,,,,,,,,,,,,,
,0.53936614,0,0.53936614,0,0.53936614,0,0.53936614,0,0.54075154,0,0.535101044,0,0.53936614,0,0.53936614,0,,,,,,,,,,,,,,,,,
,0.539335434,0,0.539335434,0,0.539335434,0,0.539335434,0,0.540720676,0,0.535070822,0,0.539335434,0,0.539335434,0,,,,,,,,,,,,,,,,,
,0.539304731,0,0.539304731,0,0.539304731,0,0.539304731,0,0.540689816,0,0.535040603,0,0.539304731,0,0.539304731,0,,,,,,,,,,,,,,,,,
,0.539274032,0,0.539274032,0,0.539274032,0,0.539274032,0,0.540658959,0,0.535010387,0,0.539274032,0,0.539274032,0,,,,,,,,,,,,,,,,,
,0.539243337,0,0.539243337,0,0.539243337,0,0.539243337,0,0.540628105,0,0.534980175,0,0.539243337,0,0.539243337,0,,,,,,,,,,,,,,,,,
,0.539212645,0,0.539212645,0,0.539212645,0,0.539212645,0,0.540597256,0,0.534949967,0,0.539212645,0,0.539212645,0,,,,,,,,,,,,,,,,,
,0.539181956,0,0.539181956,0,0.539181956,0,0.539181956,0,0.540566409,0,0.534919761,0,0.539181956,0,0.539181956,0,,,,,,,,,,,,,,,,,
,0.539151271,0,0.539151271,0,0.539151271,0,0.539151271,0,0.540535566,0,0.534889559,0,0.539151271,0,0.539151271,0,,,,,,,,,,,,,,,,,
,0.53912059,0,0.53912059,0,0.53912059,0,0.53912059,0,0.540504727,0,0.534859361,0,0.53912059,0,0.53912059,0,,,,,,,,,,,,,,,,,
,0.539089911,0,0.539089911,0,0.539089911,0,0.539089911,0,0.540473891,0,0.534829166,0,0.539089911,0,0.539089911,0,,,,,,,,,,,,,,,,,
,0.539059237,0,0.539059237,0,0.539059237,0,0.539059237,0,0.540443059,0,0.534798974,0,0.539059237,0,0.539059237,0,,,,,,,,,,,,,,,,,
,0.539028566,0,0.539028566,0,0.539028566,0,0.539028566,0,0.54041223,0,0.534768786,0,0.539028566,0,0.539028566,0,,,,,,,,,,,,,,,,,
,0.538997898,0,0.538997898,0,0.538997898,0,0.538997898,0,0.540381405,0,0.534738601,0,0.538997898,0,0.538997898,0,,,,,,,,,,,,,,,,,
,0.538967234,0,0.538967234,0,0.538967234,0,0.538967234,0,0.540350583,0,0.53470842,0,0.538967234,0,0.538967234,0,,,,,,,,,,,,,,,,,
,0.538936573,0,0.538936573,0,0.538936573,0,0.538936573,0,0.540319765,0,0.534678242,0,0.538936573,0,0.538936573,0,,,,,,,,,,,,,,,,,
,0.538905916,0,0.538905916,0,0.538905916,0,0.538905916,0,0.54028895,0,0.534648067,0,0.538905916,0,0.538905916,0,,,,,,,,,,,,,,,,,
,0.538875262,0,0.538875262,0,0.538875262,0,0.538875262,0,0.540258139,0,0.534617896,0,0.538875262,0,0.538875262,0,,,,,,,,,,,,,,,,,
,0.538844612,0,0.538844612,0,0.538844612,0,0.538844612,0,0.540227331,0,0.534587728,0,0.538844612,0,0.538844612,0,,,,,,,,,,,,,,,,,
,0.538813966,0,0.538813966,0,0.538813966,0,0.538813966,0,0.540196527,0,0.534557564,0,0.538813966,0,0.538813966,0,,,,,,,,,,,,,,,,,
,0.538783322,0,0.538783322,0,0.538783322,0,0.538783322,0,0.540165726,0,0.534527403,0,0.538783322,0,0.538783322,0,,,,,,,,,,,,,,,,,
,0.538752683,0,0.538752683,0,0.538752683,0,0.538752683,0,0.540134929,0,0.534497245,0,0.538752683,0,0.538752683,0,,,,,,,,,,,,,,,,,
,0.538722046,0,0.538722046,0,0.538722046,0,0.538722046,0,0.540104136,0,0.534467091,0,0.538722046,0,0.538722046,0,,,,,,,,,,,,,,,,,
,0.538691414,0,0.538691414,0,0.538691414,0,0.538691414,0,0.540073345,0,0.53443694,0,0.538691414,0,0.538691414,0,,,,,,,,,,,,,,,,,
,0.538660784,0,0.538660784,0,0.538660784,0,0.538660784,0,0.540042559,0,0.534406793,0,0.538660784,0,0.538660784,0,,,,,,,,,,,,,,,,,
,0.538630159,0,0.538630159,0,0.538630159,0,0.538630159,0,0.540011776,0,0.534376649,0,0.538630159,0,0.538630159,0,,,,,,,,,,,,,,,,,
,0.538599536,0,0.538599536,0,0.538599536,0,0.538599536,0,0.539980996,0,0.534346508,0,0.538599536,0,0.538599536,0,,,,,,,,,,,,,,,,,
,0.538568917,0,0.538568917,0,0.538568917,0,0.538568917,0,0.53995022,0,0.534316371,0,0.538568917,0,0.538568917,0,,,,,,,,,,,,,,,,,
,0.538538302,0,0.538538302,0,0.538538302,0,0.538538302,0,0.539919447,0,0.534286237,0,0.538538302,0,0.538538302,0,,,,,,,,,,,,,,,,,
,0.53850769,0,0.53850769,0,0.53850769,0,0.53850769,0,0.539888678,0,0.534256107,0,0.53850769,0,0.53850769,0,,,,,,,,,,,,,,,,,
,0.538477082,0,0.538477082,0,0.538477082,0,0.538477082,0,0.539857913,0,0.53422598,0,0.538477082,0,0.538477082,0,,,,,,,,,,,,,,,,,
,0.538446477,0,0.538446477,0,0.538446477,0,0.538446477,0,0.539827151,0,0.534195856,0,0.538446477,0,0.538446477,0,,,,,,,,,,,,,,,,,
,0.538415876,0,0.538415876,0,0.538415876,0,0.538415876,0,0.539796392,0,0.534165736,0,0.538415876,0,0.538415876,0,,,,,,,,,,,,,,,,,
,0.538385278,0,0.538385278,0,0.538385278,0,0.538385278,0,0.539765637,0,0.534135619,0,0.538385278,0,0.538385278,0,,,,,,,,,,,,,,,,,
,0.538354683,0,0.538354683,0,0.538354683,0,0.538354683,0,0.539734886,0,0.534105506,0,0.538354683,0,0.538354683,0,,,,,,,,,,,,,,,,,
,0.538324092,0,0.538324092,0,0.538324092,0,0.538324092,0,0.539704137,0,0.534075396,0,0.538324092,0,0.538324092,0,,,,,,,,,,,,,,,,,
,0.538293505,0,0.538293505,0,0.538293505,0,0.538293505,0,0.539673393,0,0.534045289,0,0.538293505,0,0.538293505,0,,,,,,,,,,,,,,,,,
,0.538262921,0,0.538262921,0,0.538262921,0,0.538262921,0,0.539642652,0,0.534015186,0,0.538262921,0,0.538262921,0,,,,,,,,,,,,,,,,,
,0.53823234,0,0.53823234,0,0.53823234,0,0.53823234,0,0.539611914,0,0.533985086,0,0.53823234,0,0.53823234,0,,,,,,,,,,,,,,,,,
,0.538201763,0,0.538201763,0,0.538201763,0,0.538201763,0,0.53958118,0,0.53395499,0,0.538201763,0,0.538201763,0,,,,,,,,,,,,,,,,,
,0.538171189,0,0.538171189,0,0.538171189,0,0.538171189,0,0.53955045,0,0.533924897,0,0.538171189,0,0.538171189,0,,,,,,,,,,,,,,,,,
,0.538140619,0,0.538140619,0,0.538140619,0,0.538140619,0,0.539519723,0,0.533894807,0,0.538140619,0,0.538140619,0,,,,,,,,,,,,,,,,,
,0.538110052,0,0.538110052,0,0.538110052,0,0.538110052,0,0.539488999,0,0.533864721,0,0.538110052,0,0.538110052,0,,,,,,,,,,,,,,,,,
,0.538079489,0,0.538079489,0,0.538079489,0,0.538079489,0,0.539458279,0,0.533834638,0,0.538079489,0,0.538079489,0,,,,,,,,,,,,,,,,,
,0.53804893,0,0.53804893,0,0.53804893,0,0.53804893,0,0.539427563,0,0.533804558,0,0.53804893,0,0.53804893,0,,,,,,,,,,,,,,,,,
,0.538018373,0,0.538018373,0,0.538018373,0,0.538018373,0,0.53939685,0,0.533774482,0,0.538018373,0,0.538018373,0,,,,,,,,,,,,,,,,,
,0.53798782,0,0.53798782,0,0.53798782,0,0.53798782,0,0.53936614,0,0.533744409,0,0.53798782,0,0.53798782,0,,,,,,,,,,,,,,,,,
,0.537957271,0,0.537957271,0,0.537957271,0,0.537957271,0,0.539335434,0,0.53371434,0,0.537957271,0,0.537957271,0,,,,,,,,,,,,,,,,,
,0.537926725,0,0.537926725,0,0.537926725,0,0.537926725,0,0.539304731,0,0.533684274,0,0.537926725,0,0.537926725,0,,,,,,,,,,,,,,,,,
,0.537896183,0,0.537896183,0,0.537896183,0,0.537896183,0,0.539274032,0,0.533654212,0,0.537896183,0,0.537896183,0,,,,,,,,,,,,,,,,,
,0.537865644,0,0.537865644,0,0.537865644,0,0.537865644,0,0.539243337,0,0.533624153,0,0.537865644,0,0.537865644,0,,,,,,,,,,,,,,,,,
,0.537835109,0,0.537835109,0,0.537835109,0,0.537835109,0,0.539212645,0,0.533594097,0,0.537835109,0,0.537835109,0,,,,,,,,,,,,,,,,,
,0.537804577,0,0.537804577,0,0.537804577,0,0.537804577,0,0.539181956,0,0.533564044,0,0.537804577,0,0.537804577,0,,,,,,,,,,,,,,,,,
,0.537774048,0,0.537774048,0,0.537774048,0,0.537774048,0,0.539151271,0,0.533533995,0,0.537774048,0,0.537774048,0,,,,,,,,,,,,,,,,,
,0.537743523,0,0.537743523,0,0.537743523,0,0.537743523,0,0.53912059,0,0.53350395,0,0.537743523,0,0.537743523,0,,,,,,,,,,,,,,,,,
,0.537713001,0,0.537713001,0,0.537713001,0,0.537713001,0,0.539089911,0,0.533473908,0,0.537713001,0,0.537713001,0,,,,,,,,,,,,,,,,,
,0.537682483,0,0.537682483,0,0.537682483,0,0.537682483,0,0.539059237,0,0.533443869,0,0.537682483,0,0.537682483,0,,,,,,,,,,,,,,,,,
,0.537651969,0,0.537651969,0,0.537651969,0,0.537651969,0,0.539028566,0,0.533413833,0,0.537651969,0,0.537651969,0,,,,,,,,,,,,,,,,,
,0.537621458,0,0.537621458,0,0.537621458,0,0.537621458,0,0.538997898,0,0.533383801,0,0.537621458,0,0.537621458,0,,,,,,,,,,,,,,,,,
,0.53759095,0,0.53759095,0,0.53759095,0,0.53759095,0,0.538967234,0,0.533353773,0,0.53759095,0,0.53759095,0,,,,,,,,,,,,,,,,,
,0.537560446,0,0.537560446,0,0.537560446,0,0.537560446,0,0.538936573,0,0.533323747,0,0.537560446,0,0.537560446,0,,,,,,,,,,,,,,,,,
,0.537529945,0,0.537529945,0,0.537529945,0,0.537529945,0,0.538905916,0,0.533293725,0,0.537529945,0,0.537529945,0,,,,,,,,,,,,,,,,,
,0.537499447,0,0.537499447,0,0.537499447,0,0.537499447,0,0.538875262,0,0.533263707,0,0.537499447,0,0.537499447,0,,,,,,,,,,,,,,,,,
,0.537468954,0,0.537468954,0,0.537468954,0,0.537468954,0,0.538844612,0,0.533233692,0,0.537468954,0,0.537468954,0,,,,,,,,,,,,,,,,,
,0.537438463,0,0.537438463,0,0.537438463,0,0.537438463,0,0.538813966,0,0.53320368,0,0.537438463,0,0.537438463,0,,,,,,,,,,,,,,,,,
,0.537407976,0,0.537407976,0,0.537407976,0,0.537407976,0,0.538783322,0,0.533173671,0,0.537407976,0,0.537407976,0,,,,,,,,,,,,,,,,,
,0.537377493,0,0.537377493,0,0.537377493,0,0.537377493,0,0.538752683,0,0.533143666,0,0.537377493,0,0.537377493,0,,,,,,,,,,,,,,,,,
,0.537347013,0,0.537347013,0,0.537347013,0,0.537347013,0,0.538722046,0,0.533113665,0,0.537347013,0,0.537347013,0,,,,,,,,,,,,,,,,,
,0.537316536,0,0.537316536,0,0.537316536,0,0.537316536,0,0.538691414,0,0.533083666,0,0.537316536,0,0.537316536,0,,,,,,,,,,,,,,,,,
,0.537286063,0,0.537286063,0,0.537286063,0,0.537286063,0,0.538660784,0,0.533053671,0,0.537286063,0,0.537286063,0,,,,,,,,,,,,,,,,,
,0.537255593,0,0.537255593,0,0.537255593,0,0.537255593,0,0.538630159,0,0.53302368,0,0.537255593,0,0.537255593,0,,,,,,,,,,,,,,,,,
,0.537225127,0,0.537225127,0,0.537225127,0,0.537225127,0,0.538599536,0,0.532993692,0,0.537225127,0,0.537225127,0,,,,,,,,,,,,,,,,,
,0.537194664,0,0.537194664,0,0.537194664,0,0.537194664,0,0.538568917,0,0.532963707,0,0.537194664,0,0.537194664,0,,,,,,,,,,,,,,,,,
,0.537164205,0,0.537164205,0,0.537164205,0,0.537164205,0,0.538538302,0,0.532933726,0,0.537164205,0,0.537164205,0,,,,,,,,,,,,,,,,,
,0.537133749,0,0.537133749,0,0.537133749,0,0.537133749,0,0.53850769,0,0.532903747,0,0.537133749,0,0.537133749,0,,,,,,,,,,,,,,,,,
,0.537103297,0,0.537103297,0,0.537103297,0,0.537103297,0,0.538477082,0,0.532873773,0,0.537103297,0,0.537103297,0,,,,,,,,,,,,,,,,,
,0.537072848,0,0.537072848,0,0.537072848,0,0.537072848,0,0.538446477,0,0.532843802,0,0.537072848,0,0.537072848,0,,,,,,,,,,,,,,,,,
,0.537042402,0,0.537042402,0,0.537042402,0,0.537042402,0,0.538415876,0,0.532813834,0,0.537042402,0,0.537042402,0,,,,,,,,,,,,,,,,,
,0.53701196,0,0.53701196,0,0.53701196,0,0.53701196,0,0.538385278,0,0.532783869,0,0.53701196,0,0.53701196,0,,,,,,,,,,,,,,,,,
,0.536981522,0,0.536981522,0,0.536981522,0,0.536981522,0,0.538354683,0,0.532753908,0,0.536981522,0,0.536981522,0,,,,,,,,,,,,,,,,,
,0.536951086,0,0.536951086,0,0.536951086,0,0.536951086,0,0.538324092,0,0.53272395,0,0.536951086,0,0.536951086,0,,,,,,,,,,,,,,,,,
,0.536920655,0,0.536920655,0,0.536920655,0,0.536920655,0,0.538293505,0,0.532693996,0,0.536920655,0,0.536920655,0,,,,,,,,,,,,,,,,,
,0.536890227,0,0.536890227,0,0.536890227,0,0.536890227,0,0.538262921,0,0.532664045,0,0.536890227,0,0.536890227,0,,,,,,,,,,,,,,,,,
,0.536859802,0,0.536859802,0,0.536859802,0,0.536859802,0,0.53823234,0,0.532634097,0,0.536859802,0,0.536859802,0,,,,,,,,,,,,,,,,,
,0.53682938,0,0.53682938,0,0.53682938,0,0.53682938,0,0.538201763,0,0.532604152,0,0.53682938,0,0.53682938,0,,,,,,,,,,,,,,,,,
,0.536798962,0,0.536798962,0,0.536798962,0,0.536798962,0,0.538171189,0,0.532574211,0,0.536798962,0,0.536798962,0,,,,,,,,,,,,,,,,,
,0.536768548,0,0.536768548,0,0.536768548,0,0.536768548,0,0.538140619,0,0.532544274,0,0.536768548,0,0.536768548,0,,,,,,,,,,,,,,,,,
,0.536738137,0,0.536738137,0,0.536738137,0,0.536738137,0,0.538110052,0,0.53251434,0,0.536738137,0,0.536738137,0,,,,,,,,,,,,,,,,,
,0.536707729,0,0.536707729,0,0.536707729,0,0.536707729,0,0.538079489,0,0.532484409,0,0.536707729,0,0.536707729,0,,,,,,,,,,,,,,,,,
,0.536677325,0,0.536677325,0,0.536677325,0,0.536677325,0,0.53804893,0,0.532454481,0,0.536677325,0,0.536677325,0,,,,,,,,,,,,,,,,,
,0.536646925,0,0.536646925,0,0.536646925,0,0.536646925,0,0.538018373,0,0.532424557,0,0.536646925,0,0.536646925,0,,,,,,,,,,,,,,,,,
,0.536616527,0,0.536616527,0,0.536616527,0,0.536616527,0,0.53798782,0,0.532394636,0,0.536616527,0,0.536616527,0,,,,,,,,,,,,,,,,,
,0.536586134,0,0.536586134,0,0.536586134,0,0.536586134,0,0.537957271,0,0.532364719,0,0.536586134,0,0.536586134,0,,,,,,,,,,,,,,,,,
,0.536555743,0,0.536555743,0,0.536555743,0,0.536555743,0,0.537926725,0,0.532334805,0,0.536555743,0,0.536555743,0,,,,,,,,,,,,,,,,,
,0.536525356,0,0.536525356,0,0.536525356,0,0.536525356,0,0.537896183,0,0.532304894,0,0.536525356,0,0.536525356,0,,,,,,,,,,,,,,,,,
,0.536494973,0,0.536494973,0,0.536494973,0,0.536494973,0,0.537865644,0,0.532274987,0,0.536494973,0,0.536494973,0,,,,,,,,,,,,,,,,,
,0.536464593,0,0.536464593,0,0.536464593,0,0.536464593,0,0.537835109,0,0.532245083,0,0.536464593,0,0.536464593,0,,,,,,,,,,,,,,,,,
,0.536434216,0,0.536434216,0,0.536434216,0,0.536434216,0,0.537804577,0,0.532215182,0,0.536434216,0,0.536434216,0,,,,,,,,,,,,,,,,,
,0.536403843,0,0.536403843,0,0.536403843,0,0.536403843,0,0.537774048,0,0.532185285,0,0.536403843,0,0.536403843,0,,,,,,,,,,,,,,,,,
,0.536373474,0,0.536373474,0,0.536373474,0,0.536373474,0,0.537743523,0,0.532155391,0,0.536373474,0,0.536373474,0,,,,,,,,,,,,,,,,,
,0.536343107,0,0.536343107,0,0.536343107,0,0.536343107,0,0.537713001,0,0.5321255,0,0.536343107,0,0.536343107,0,,,,,,,,,,,,,,,,,
,0.536312744,0,0.536312744,0,0.536312744,0,0.536312744,0,0.537682483,0,0.532095613,0,0.536312744,0,0.536312744,0,,,,,,,,,,,,,,,,,
,0.536282385,0,0.536282385,0,0.536282385,0,0.536282385,0,0.537651969,0,0.532065729,0,0.536282385,0,0.536282385,0,,,,,,,,,,,,,,,,,
,0.536252029,0,0.536252029,0,0.536252029,0,0.536252029,0,0.537621458,0,0.532035849,0,0.536252029,0,0.536252029,0,,,,,,,,,,,,,,,,,
,0.536221677,0,0.536221677,0,0.536221677,0,0.536221677,0,0.53759095,0,0.532005972,0,0.536221677,0,0.536221677,0,,,,,,,,,,,,,,,,,
,0.536191328,0,0.536191328,0,0.536191328,0,0.536191328,0,0.537560446,0,0.531976098,0,0.536191328,0,0.536191328,0,,,,,,,,,,,,,,,,,
,0.536160982,0,0.536160982,0,0.536160982,0,0.536160982,0,0.537529945,0,0.531946228,0,0.536160982,0,0.536160982,0,,,,,,,,,,,,,,,,,
,0.53613064,0,0.53613064,0,0.53613064,0,0.53613064,0,0.537499447,0,0.531916361,0,0.53613064,0,0.53613064,0,,,,,,,,,,,,,,,,,
,0.536100301,0,0.536100301,0,0.536100301,0,0.536100301,0,0.537468954,0,0.531886497,0,0.536100301,0,0.536100301,0,,,,,,,,,,,,,,,,,
,0.536069966,0,0.536069966,0,0.536069966,0,0.536069966,0,0.537438463,0,0.531856637,0,0.536069966,0,0.536069966,0,,,,,,,,,,,,,,,,,
,0.536039634,0,0.536039634,0,0.536039634,0,0.536039634,0,0.537407976,0,0.53182678,0,0.536039634,0,0.536039634,0,,,,,,,,,,,,,,,,,
,0.536009305,0,0.536009305,0,0.536009305,0,0.536009305,0,0.537377493,0,0.531796926,0,0.536009305,0,0.536009305,0,,,,,,,,,,,,,,,,,
,0.53597898,0,0.53597898,0,0.53597898,0,0.53597898,0,0.537347013,0,0.531767076,0,0.53597898,0,0.53597898,0,,,,,,,,,,,,,,,,,
,0.535948659,0,0.535948659,0,0.535948659,0,0.535948659,0,0.537316536,0,0.531737229,0,0.535948659,0,0.535948659,0,,,,,,,,,,,,,,,,,
,0.53591834,0,0.53591834,0,0.53591834,0,0.53591834,0,0.537286063,0,0.531707385,0,0.53591834,0,0.53591834,0,,,,,,,,,,,,,,,,,
