eight gas infrared absorption band,,H2S,,CH4,,CO2,,CO,,NO,,CH2O,,NO2,,SO2,measured FTIR,,H2S,,CH4,,CO2,,CO,,NO,,CH2O,,NO2,,SO2
Figure 2c-up,wavelength(um),absorption,wavelength(um),absorption,wavelength(um),absorption,wavelength(um),absorption,wavelength(um),absorption,wavelength(um),absorption,wavelength(um),absorption,wavelength(um),absorption,,wavelength(um),absorption,wavelength(um),absorption,wavelength(um),absorption,wavelength(um),absorption,wavelength(um),absorption,wavelength(um),absorption,wavelength(um),absorption,wavelength(um),absorption
,8.79202,0,8.79202,0,8.79202,0,8.79202,0,8.79202,0,8.78306,0,8.79202,0,8.79202,0,,2.17227,0.14643,2.60432,0.11743,3.15018,0.07491,3.70636,0.12208,4.2712,0.16028,4.27117,0.03484,4.2712,0.14761,4.2712,0.00434
,8.78958,0,8.78958,0,8.78958,0,8.78958,0,8.78958,0,8.78049,0,8.78958,0,8.78958,0,,2.17318,0.14646,2.60563,0.11731,3.1521,0.07389,3.70902,0.12213,4.2747,0.16185,4.27469,0.03536,4.2747,0.14707,4.2747,0.00574
,8.78713,0,8.78713,0,8.78713,0,8.78713,0,8.78713,0,8.77792,0,8.78713,0,8.78713,0,,2.17409,0.14633,2.60694,0.11719,3.15402,0.07332,3.71167,0.12218,4.2782,0.16266,4.27822,0.03588,4.2782,0.14622,4.2782,0.00681
,8.78469,0,8.78469,0,8.78469,0,8.78469,0,8.78469,0,8.77535,0,8.78469,0,8.78469,0,,2.175,0.14605,2.60825,0.11704,3.15594,0.0733,3.71433,0.12221,4.2818,0.16281,4.28175,0.03641,4.2818,0.14518,4.2818,0.00747
,8.78224,0,8.78224,0,8.78224,0,8.78224,0,8.78224,0,8.77279,0,8.78224,0,8.78224,0,,2.17591,0.14568,2.60956,0.11681,3.15786,0.07321,3.71699,0.12225,4.2853,0.16255,4.28529,0.03693,4.2853,0.14405,4.2853,0.00779
,8.7798,0,8.7798,0,8.7798,0,8.7798,0,8.7798,0,8.77022,0,8.7798,0,8.7798,0,,2.17683,0.14536,2.61088,0.11653,3.15978,0.073,3.71966,0.12234,4.2888,0.16207,4.28884,0.03745,4.2888,0.14289,4.2888,0.00778
,8.77736,0,8.77736,0,8.77736,0,8.77736,0,8.77736,0,8.76766,0,8.77736,0,8.77736,0,,2.17774,0.14518,2.61219,0.11629,3.16171,0.07313,3.72233,0.12247,4.2924,0.16144,4.29239,0.03797,4.2924,0.14163,4.2924,0.00753
,8.77492,0,8.77492,0,8.77492,0,8.77492,0,8.77492,0,8.7651,0,8.77492,0,8.77492,0,,2.17866,0.14515,2.61351,0.11614,3.16364,0.07321,3.725,0.12264,4.2959,0.16062,4.29594,0.03849,4.2959,0.14014,4.2959,0.00716
,8.77248,0,8.77248,0,8.77248,0,8.77248,0,8.77248,0,8.76254,0,8.77248,0,8.77248,0,,2.17957,0.14515,2.61483,0.1161,3.16557,0.07301,3.72768,0.12286,4.2995,0.1595,4.29951,0.03901,4.2995,0.13832,4.2995,0.00677
,8.77005,0,8.77005,0,8.77005,0,8.77005,0,8.77005,0,8.75998,0,8.77005,0,8.77005,0,,2.18049,0.14512,2.61615,0.11612,3.1675,0.07275,3.73036,0.12309,4.3031,0.15806,4.30307,0.03953,4.3031,0.13618,4.3031,0.00646
,8.76761,0,8.76761,0,8.76761,0,8.76761,0,8.76761,0,8.75742,0,8.76761,0,8.76761,0,,2.18141,0.14504,2.61747,0.11612,3.16944,0.07231,3.73305,0.1233,4.3066,0.15635,4.30665,0.04005,4.3066,0.13379,4.3066,0.00626
,8.76518,0,8.76518,0,8.76518,0,8.76518,0,8.76518,0,8.75487,0,8.76518,0,8.76518,0,,2.18232,0.14496,2.61879,0.11606,3.17138,0.07185,3.73574,0.12346,4.3102,0.15453,4.31023,0.04057,4.3102,0.13131,4.3102,0.00619
,8.76275,0,8.76275,0,8.76275,0,8.76275,0,8.76275,0,8.75231,0,8.76275,0,8.76275,0,,2.18324,0.14492,2.62011,0.11595,3.17332,0.07191,3.73843,0.12358,4.3138,0.15275,4.31381,0.04109,4.3138,0.12889,4.3138,0.00632
,8.76032,0,8.76032,0,8.76032,0,8.76032,0,8.76032,0,8.74976,0,8.76032,0,8.76032,0,,2.18416,0.14491,2.62144,0.11582,3.17526,0.07216,3.74113,0.12372,4.3174,0.15115,4.31741,0.04161,4.3174,0.1266,4.3174,0.00665
,8.75789,0,8.75789,0,8.75789,0,8.75789,0,8.75789,0,8.74721,0,8.75789,0,8.75789,0,,2.18508,0.14491,2.62276,0.11569,3.17721,0.07191,3.74383,0.12389,4.321,0.14977,4.321,0.04213,4.321,0.12449,4.321,0.00712
,8.75546,0,8.75546,0,8.75546,0,8.75546,0,8.75546,0,8.74466,0,8.75546,0,8.75546,0,,2.18601,0.14499,2.62409,0.11551,3.17916,0.07121,3.74653,0.12407,4.3246,0.14857,4.32461,0.04265,4.3246,0.1225,4.3246,0.00763
,8.75303,0,8.75303,0,8.75303,0,8.75303,0,8.75303,0,8.74211,0,8.75303,0,8.75303,0,,2.18693,0.14522,2.62542,0.11525,3.18111,0.07053,3.74924,0.12424,4.3282,0.14747,4.32822,0.04317,4.3282,0.12058,4.3282,0.00809
,8.75061,0,8.75061,0,8.75061,0,8.75061,0,8.75061,0,8.73956,0,8.75061,0,8.75061,0,,2.18785,0.14556,2.62675,0.11491,3.18306,0.07031,3.75196,0.12439,4.3318,0.14642,4.33183,0.04369,4.3318,0.11865,4.3318,0.00847
,8.74818,0,8.74818,0,8.74818,0,8.74818,0,8.74818,0,8.73702,0,8.74818,0,8.74818,0,,2.18877,0.14596,2.62808,0.11446,3.18501,0.07054,3.75467,0.12456,4.3355,0.1454,4.33545,0.04421,4.3355,0.11672,4.3355,0.00877
,8.74576,0,8.74576,0,8.74576,0,8.74576,0,8.74576,0,8.73447,0,8.74576,0,8.74576,0,,2.1897,0.14632,2.62941,0.11388,3.18697,0.07088,3.75739,0.12472,4.3391,0.14444,4.33908,0.04473,4.3391,0.1148,4.3391,0.00903
,8.74334,0,8.74334,0,8.74334,0,8.74334,0,8.74334,0,8.73193,0,8.74334,0,8.74334,0,,2.19062,0.14653,2.63075,0.11317,3.18893,0.07167,3.76012,0.12487,4.3427,0.1436,4.34272,0.04525,4.3427,0.11294,4.3427,0.00918
,8.74092,0,8.74092,0,8.74092,0,8.74092,0,8.74092,0,8.72939,0,8.74092,0,8.74092,0,,2.19155,0.14659,2.63208,0.11238,3.19089,0.0726,3.76285,0.125,4.3464,0.14292,4.34636,0.04577,4.3464,0.11119,4.3464,0.00919
,8.7385,0,8.7385,0,8.7385,0,8.7385,0,8.7385,0,8.72685,0,8.7385,0,8.7385,0,,2.19248,0.14661,2.63342,0.11154,3.19286,0.07204,3.76558,0.12513,4.35,0.14242,4.35,0.04629,4.35,0.10957,4.35,0.00912
,8.73608,0,8.73608,0,8.73608,0,8.73608,0,8.73608,0,8.72431,0,8.73608,0,8.73608,0,,2.1934,0.14669,2.63476,0.11067,3.19483,0.07104,3.76832,0.12524,4.3537,0.14205,4.35366,0.04681,4.3537,0.10807,4.3537,0.00907
,8.73366,0,8.73366,0,8.73366,0,8.73366,0,8.73366,0,8.72178,0,8.73366,0,8.73366,0,,2.19433,0.14686,2.6361,0.10986,3.1968,0.07156,3.77106,0.12533,4.3573,0.14177,4.35731,0.04733,4.3573,0.10665,4.3573,0.0091
,8.73125,0,8.73125,0,8.73125,0,8.73125,0,8.73125,0,8.71924,0,8.73125,0,8.73125,0,,2.19526,0.14714,2.63744,0.10916,3.19877,0.07246,3.7738,0.12542,4.361,0.14153,4.36098,0.04784,4.361,0.10529,4.361,0.0092
,8.72884,0,8.72884,0,8.72884,0,8.72884,0,8.72884,0,8.71671,0,8.72884,0,8.72884,0,,2.19619,0.14756,2.63878,0.10859,3.20074,0.07324,3.77655,0.12553,4.3646,0.14134,4.36465,0.04835,4.3646,0.10399,4.3646,0.00936
,8.72642,0,8.72642,0,8.72642,0,8.72642,0,8.72642,0,8.71418,0,8.72642,0,8.72642,0,,2.19712,0.14813,2.64012,0.10814,3.20272,0.07401,3.7793,0.12566,4.3683,0.14122,4.36833,0.04888,4.3683,0.10275,4.3683,0.00957
,8.72401,0,8.72401,0,8.72401,0,8.72401,0,8.72401,0,8.71165,0,8.72401,0,8.72401,0,,2.19805,0.14884,2.64147,0.10781,3.2047,0.07385,3.78206,0.12578,4.372,0.14125,4.37201,0.04942,4.372,0.10163,4.372,0.00983
,8.7216,0,8.7216,0,8.7216,0,8.7216,0,8.7216,0,8.70912,0,8.7216,0,8.7216,0,,2.19898,0.14961,2.64282,0.10761,3.20668,0.07342,3.78482,0.12589,4.3757,0.14147,4.3757,0.04993,4.3757,0.10066,4.3757,0.01014
,8.7192,0,8.7192,0,8.7192,0,8.7192,0,8.7192,0,8.70659,0,8.7192,0,8.7192,0,,2.19992,0.15039,2.64416,0.10753,3.20867,0.07302,3.78759,0.126,4.3794,0.14192,4.3794,0.05042,4.3794,0.09986,4.3794,0.0105
,8.71679,0,8.71679,0,8.71679,0,8.71679,0,8.71679,0,8.70406,0,8.71679,0,8.71679,0,,2.20085,0.15111,2.64551,0.1076,3.21065,0.07181,3.79035,0.12611,4.3831,0.14257,4.3831,0.05091,4.3831,0.09923,4.3831,0.0109
,8.71438,0,8.71438,0,8.71438,0,8.71438,0,8.71438,0,8.70154,0,8.71438,0,8.71438,0,,2.20179,0.15166,2.64686,0.10785,3.21264,0.07032,3.79313,0.12622,4.3868,0.1434,4.38681,0.05138,4.3868,0.09875,4.3868,0.01136
,8.71198,0,8.71198,0,8.71198,0,8.71198,0,8.71198,0,8.69902,0,8.71198,0,8.71198,0,,2.20272,0.15202,2.64821,0.10831,3.21463,0.06973,3.7959,0.12637,4.3905,0.14433,4.39052,0.05184,4.3905,0.09836,4.3905,0.01188
,8.70958,0,8.70958,0,8.70958,0,8.70958,0,8.70958,0,8.6965,0,8.70958,0,8.70958,0,,2.20366,0.15221,2.64957,0.10898,3.21663,0.0696,3.79868,0.12657,4.3942,0.14531,4.39424,0.05236,4.3942,0.09803,4.3942,0.01242
,8.70717,0,8.70717,0,8.70717,0,8.70717,0,8.70717,0,8.69398,0,8.70717,0,8.70717,0,,2.20459,0.15228,2.65092,0.10986,3.21862,0.06914,3.80147,0.12677,4.398,0.1463,4.39797,0.05297,4.398,0.09771,4.398,0.01297
,8.70477,0,8.70477,0,8.70477,0,8.70477,0,8.70477,0,8.69146,0,8.70477,0,8.70477,0,,2.20553,0.15224,2.65228,0.11089,3.22062,0.06934,3.80426,0.12695,4.4017,0.14727,4.4017,0.05365,4.4017,0.09738,4.4017,0.01352
,8.70238,0,8.70238,0,8.70238,0,8.70238,0,8.70238,0,8.68894,0,8.70238,0,8.70238,0,,2.20647,0.15217,2.65364,0.11196,3.22263,0.07097,3.80705,0.12714,4.4054,0.14822,4.40544,0.05437,4.4054,0.09703,4.4054,0.01406
,8.69998,0,8.69998,0,8.69998,0,8.69998,0,8.69998,0,8.68642,0,8.69998,0,8.69998,0,,2.20741,0.15215,2.65499,0.11295,3.22463,0.07241,3.80985,0.12734,4.4092,0.14914,4.40919,0.05512,4.4092,0.09668,4.4092,0.01459
,8.69758,0,8.69758,0,8.69758,0,8.69758,0,8.69758,0,8.68391,0,8.69758,0,8.69758,0,,2.20835,0.15226,2.65635,0.11383,3.22664,0.07227,3.81265,0.12753,4.4129,0.15005,4.41294,0.05586,4.4129,0.09632,4.4129,0.01516
,8.69519,0,8.69519,0,8.69519,0,8.69519,0,8.69519,0,8.6814,0,8.69519,0,8.69519,0,,2.20929,0.15251,2.65772,0.11471,3.22865,0.07158,3.81546,0.12772,4.4167,0.15093,4.4167,0.05653,4.4167,0.09596,4.4167,0.01581
,8.69279,0,8.69279,0,8.69279,0,8.69279,0,8.69279,0,8.67888,0,8.69279,0,8.69279,0,,2.21023,0.15285,2.65908,0.11575,3.23066,0.07074,3.81827,0.12792,4.4205,0.1518,4.42046,0.05713,4.4205,0.09561,4.4205,0.01629
,8.6904,0,8.6904,0,8.6904,0,8.6904,0,8.6904,0,8.67637,0,8.6904,0,8.6904,0,,2.21117,0.15323,2.66044,0.11706,3.23267,0.06926,3.82108,0.1281,4.4242,0.15265,4.42424,0.05768,4.4242,0.09525,4.4242,0.01664
,8.68801,0,8.68801,0,8.68801,0,8.68801,0,8.68801,0,8.67387,0,8.68801,0,8.68801,0,,2.21212,0.15359,2.66181,0.11869,3.23469,0.06816,3.8239,0.12823,4.428,0.15349,4.42801,0.05825,4.428,0.09488,4.428,0.01694
,8.68562,0,8.68562,0,8.68562,0,8.68562,0,8.68562,0,8.67136,0,8.68562,0,8.68562,0,,2.21306,0.15386,2.66318,0.12062,3.23671,0.06838,3.82672,0.12834,4.4318,0.15435,4.4318,0.05887,4.4318,0.09451,4.4318,0.01723
,8.68323,0,8.68323,0,8.68323,0,8.68323,0,8.68323,0,8.66885,0,8.68323,0,8.68323,0,,2.21401,0.15399,2.66454,0.12281,3.23873,0.06899,3.82955,0.12845,4.4356,0.15522,4.43559,0.05947,4.4356,0.09414,4.4356,0.01753
,8.68085,0,8.68085,0,8.68085,0,8.68085,0,8.68085,0,8.66635,0,8.68085,0,8.68085,0,,2.21495,0.15399,2.66591,0.12517,3.24075,0.06909,3.83238,0.12858,4.4394,0.15613,4.43939,0.06012,4.4394,0.09377,4.4394,0.01787
,8.67846,0,8.67846,0,8.67846,0,8.67846,0,8.67846,0,8.66385,0,8.67846,0,8.67846,0,,2.2159,0.15394,2.66729,0.1275,3.24278,0.0694,3.83521,0.12871,4.4432,0.15708,4.44319,0.06084,4.4432,0.0934,4.4432,0.01825
,8.67608,0,8.67608,0,8.67608,0,8.67608,0,8.67608,0,8.66134,0,8.67608,0,8.67608,0,,2.21685,0.15392,2.66866,0.12944,3.24481,0.07049,3.83805,0.12885,4.447,0.15806,4.447,0.0616,4.447,0.09305,4.447,0.01868
,8.67369,0,8.67369,0,8.67369,0,8.67369,0,8.67369,0,8.65884,0,8.67369,0,8.67369,0,,2.21779,0.15406,2.67003,0.13068,3.24684,0.07107,3.84089,0.12898,4.4508,0.15908,4.45082,0.06232,4.4508,0.09272,4.4508,0.01916
,8.67131,0,8.67131,0,8.67131,0,8.67131,0,8.67131,0,8.65635,0,8.67131,0,8.67131,0,,2.21874,0.15447,2.67141,0.13106,3.24887,0.06999,3.84374,0.12909,4.4546,0.16012,4.45464,0.063,4.4546,0.09241,4.4546,0.01969
,8.66893,0,8.66893,0,8.66893,0,8.66893,0,8.66893,0,8.65385,0,8.66893,0,8.66893,0,,2.21969,0.15517,2.67279,0.13062,3.25091,0.06832,3.84659,0.12919,4.4585,0.1612,4.45847,0.06367,4.4585,0.09213,4.4585,0.0203
,8.66655,0,8.66655,0,8.66655,0,8.66655,0,8.66655,0,8.65135,0,8.66655,0,8.66655,0,,2.22064,0.15609,2.67416,0.1296,3.25295,0.06752,3.84945,0.1293,4.4623,0.1623,4.46231,0.06434,4.4623,0.09187,4.4623,0.02098
,8.66417,0,8.66417,0,8.66417,0,8.66417,0,8.66417,0,8.64886,0,8.66417,0,8.66417,0,,2.2216,0.15717,2.67554,0.12821,3.25499,0.06763,3.85231,0.12944,4.4662,0.16342,4.46615,0.06497,4.4662,0.09162,4.4662,0.02173
,8.6618,0,8.6618,0,8.6618,0,8.6618,0,8.6618,0,8.64637,0,8.6618,0,8.6618,0,,2.22255,0.15832,2.67693,0.12661,3.25704,0.06877,3.85517,0.12963,4.47,0.16456,4.47,0.06568,4.47,0.09137,4.47,0.02254
,8.65942,0,8.65942,0,8.65942,0,8.65942,0,8.65942,0,8.64388,0,8.65942,0,8.65942,0,,2.2235,0.15944,2.67831,0.12495,3.25908,0.07121,3.85804,0.12985,4.4739,0.1657,4.47386,0.0665,4.4739,0.09113,4.4739,0.02342
,8.65705,0,8.65705,0,8.65705,0,8.65705,0,8.65705,0,8.64139,0,8.65705,0,8.65705,0,,2.22445,0.1604,2.67969,0.1234,3.26113,0.07344,3.86091,0.1301,4.4777,0.16685,4.47772,0.06737,4.4777,0.0909,4.4777,0.02429
,8.65467,0,8.65467,0,8.65467,0,8.65467,0,8.65467,0,8.6389,0,8.65467,0,8.65467,0,,2.22541,0.16111,2.68108,0.12209,3.26319,0.0734,3.86379,0.13037,4.4816,0.16801,4.48159,0.06823,4.4816,0.09069,4.4816,0.02494
,8.6523,0,8.6523,0,8.6523,0,8.6523,0,8.6523,0,8.63641,0,8.6523,0,8.6523,0,,2.22636,0.16159,2.68246,0.12103,3.26524,0.0717,3.86667,0.13063,4.4855,0.16917,4.48547,0.06908,4.4855,0.0905,4.4855,0.02556
,8.64993,0,8.64993,0,8.64993,0,8.64993,0,8.64993,0,8.63393,0,8.64993,0,8.64993,0,,2.22732,0.16191,2.68385,0.12018,3.2673,0.07046,3.86956,0.13088,4.4894,0.17036,4.48935,0.06989,4.4894,0.09034,4.4894,0.02616
,8.64756,0,8.64756,0,8.64756,0,8.64756,0,8.64756,0,8.63144,0,8.64756,0,8.64756,0,,2.22828,0.16213,2.68524,0.11945,3.26936,0.07081,3.87245,0.13111,4.4932,0.17159,4.49324,0.07066,4.4932,0.09021,4.4932,0.02673
,8.6452,0,8.6452,0,8.6452,0,8.6452,0,8.6452,0,8.62896,0,8.6452,0,8.6452,0,,2.22924,0.16234,2.68663,0.11882,3.27142,0.07199,3.87534,0.13133,4.4971,0.17285,4.49714,0.07142,4.4971,0.09008,4.4971,0.02727
,8.64283,0,8.64283,0,8.64283,0,8.64283,0,8.64283,0,8.62648,0,8.64283,0,8.64283,0,,2.2302,0.16261,2.68803,0.11828,3.27349,0.07217,3.87824,0.13151,4.501,0.17416,4.50105,0.07217,4.501,0.08996,4.501,0.02777
,8.64047,0,8.64047,0,8.64047,0,8.64047,0,8.64047,0,8.624,0,8.64047,0,8.64047,0,,2.23115,0.16297,2.68942,0.11783,3.27556,0.07163,3.88114,0.13167,4.505,0.17551,4.50496,0.07293,4.505,0.08982,4.505,0.02823
,8.6381,0,8.6381,0,8.6381,0,8.6381,0,8.6381,0,8.62152,0,8.6381,0,8.6381,0,,2.23212,0.16342,2.69082,0.11745,3.27763,0.07197,3.88405,0.13182,4.5089,0.17689,4.50887,0.0737,4.5089,0.08968,4.5089,0.02866
,8.63574,0,8.63574,0,8.63574,0,8.63574,0,8.63574,0,8.61904,0,8.63574,0,8.63574,0,,2.23308,0.16395,2.69221,0.11712,3.2797,0.07259,3.88696,0.13201,4.5128,0.17829,4.5128,0.07447,4.5128,0.08953,4.5128,0.02906
,8.63338,0,8.63338,0,8.63338,0,8.63338,0,8.63338,0,8.61657,0,8.63338,0,8.63338,0,,2.23404,0.16446,2.69361,0.1168,3.28177,0.07223,3.88988,0.13225,4.5167,0.17971,4.51673,0.07526,4.5167,0.08938,4.5167,0.02944
,8.63102,0,8.63102,0,8.63102,0,8.63102,0,8.63102,0,8.61409,0,8.63102,0,8.63102,0,,2.235,0.16488,2.69501,0.11655,3.28385,0.07149,3.8928,0.13251,4.5207,0.18113,4.52067,0.07606,4.5207,0.08923,4.5207,0.02982
,8.62866,0,8.62866,0,8.62866,0,8.62866,0,8.62866,0,8.61162,0,8.62866,0,8.62866,0,,2.23597,0.16516,2.69641,0.11635,3.28593,0.07123,3.89572,0.13279,4.5246,0.18255,4.52461,0.07685,4.5246,0.0891,4.5246,0.03018
,8.6263,0,8.6263,0,8.6263,0,8.6263,0,8.6263,0,8.60915,0,8.6263,0,8.6263,0,,2.23693,0.16537,2.69782,0.11617,3.28802,0.07139,3.89865,0.13305,4.5286,0.184,4.52856,0.07765,4.5286,0.08898,4.5286,0.03053
,8.62395,0,8.62395,0,8.62395,0,8.62395,0,8.62395,0,8.60668,0,8.62395,0,8.62395,0,,2.2379,0.16559,2.69922,0.116,3.2901,0.07186,3.90158,0.13325,4.5325,0.18547,4.53252,0.07848,4.5325,0.08888,4.5325,0.03086
,8.62159,0,8.62159,0,8.62159,0,8.62159,0,8.62159,0,8.60421,0,8.62159,0,8.62159,0,,2.23886,0.16589,2.70063,0.11591,3.29219,0.0729,3.90452,0.13342,4.5365,0.18698,4.53649,0.07932,4.5365,0.08879,4.5365,0.03117
,8.61924,0,8.61924,0,8.61924,0,8.61924,0,8.61924,0,8.60174,0,8.61924,0,8.61924,0,,2.23983,0.16632,2.70203,0.11601,3.29428,0.07458,3.90746,0.13358,4.5405,0.18853,4.54046,0.08019,4.5405,0.08872,4.5405,0.03146
,8.61689,0,8.61689,0,8.61689,0,8.61689,0,8.61689,0,8.59928,0,8.61689,0,8.61689,0,,2.2408,0.1669,2.70344,0.11636,3.29638,0.07661,3.91041,0.13378,4.5444,0.19011,4.54444,0.08104,4.5444,0.08866,4.5444,0.03174
,8.61454,0,8.61454,0,8.61454,0,8.61454,0,8.61454,0,8.59681,0,8.61454,0,8.61454,0,,2.24177,0.16767,2.70485,0.1169,3.29848,0.07753,3.91336,0.13401,4.5484,0.19172,4.54842,0.08186,4.5484,0.08862,4.5484,0.03202
,8.61219,0,8.61219,0,8.61219,0,8.61219,0,8.61219,0,8.59435,0,8.61219,0,8.61219,0,,2.24274,0.1686,2.70627,0.11754,3.30058,0.07636,3.91632,0.13424,4.5524,0.19334,4.55242,0.08263,4.5524,0.08859,4.5524,0.03227
,8.60984,0,8.60984,0,8.60984,0,8.60984,0,8.60984,0,8.59189,0,8.60984,0,8.60984,0,,2.24371,0.16959,2.70768,0.11823,3.30268,0.07509,3.91928,0.13449,4.5564,0.19496,4.55642,0.08337,4.5564,0.08857,4.5564,0.03247
,8.60749,0,8.60749,0,8.60749,0,8.60749,0,8.60749,0,8.58943,0,8.60749,0,8.60749,0,,2.24468,0.17055,2.70909,0.11904,3.30478,0.075,3.92224,0.13475,4.5604,0.19659,4.56043,0.08413,4.5604,0.08855,4.5604,0.03263
,8.60515,0,8.60515,0,8.60515,0,8.60515,0,8.60515,0,8.58697,0,8.60515,0,8.60515,0,,2.24565,0.17139,2.71051,0.12002,3.30689,0.07512,3.92521,0.135,4.5644,0.19822,4.56444,0.08491,4.5644,0.08852,4.5644,0.03276
,8.6028,0,8.6028,0,8.6028,0,8.6028,0,8.6028,0,8.58451,0,8.6028,0,8.6028,0,,2.24662,0.17206,2.71193,0.12116,3.309,0.07516,3.92818,0.13526,4.5685,0.19987,4.56846,0.08576,4.5685,0.08849,4.5685,0.03287
,8.60046,0,8.60046,0,8.60046,0,8.60046,0,8.60046,0,8.58206,0,8.60046,0,8.60046,0,,2.2476,0.17259,2.71335,0.12232,3.31111,0.07542,3.93116,0.13553,4.5725,0.20154,4.57249,0.08666,4.5725,0.08844,4.5725,0.03296
,8.59812,0,8.59812,0,8.59812,0,8.59812,0,8.59812,0,8.5796,0,8.59812,0,8.59812,0,,2.24857,0.17306,2.71477,0.12341,3.31323,0.07615,3.93415,0.13577,4.5765,0.20325,4.57653,0.08761,4.5765,0.08839,4.5765,0.03304
,8.59578,0,8.59578,0,8.59578,0,8.59578,0,8.59578,0,8.57715,0,8.59578,0,8.59578,0,,2.24955,0.17356,2.71619,0.12439,3.31535,0.07737,3.93713,0.13598,4.5806,0.205,4.58057,0.08856,4.5806,0.08835,4.5806,0.03309
,8.59344,0,8.59344,0,8.59344,0,8.59344,0,8.59344,0,8.5747,0,8.59344,0,8.59344,0,,2.25052,0.17411,2.71761,0.12525,3.31747,0.0785,3.94012,0.1362,4.5846,0.20678,4.58462,0.08949,4.5846,0.08831,4.5846,0.03313
,8.5911,0,8.5911,0,8.5911,0,8.5911,0,8.5911,0,8.57225,0,8.5911,0,8.5911,0,,2.2515,0.17472,2.71904,0.12597,3.31959,0.07913,3.94312,0.13646,4.5887,0.20859,4.58868,0.09039,4.5887,0.08828,4.5887,0.03314
,8.58877,0,8.58877,0,8.58877,0,8.58877,0,8.58877,0,8.5698,0,8.58877,0,8.58877,0,,2.25248,0.1754,2.72046,0.12647,3.32172,0.07886,3.94612,0.13676,4.5927,0.21043,4.59274,0.09127,4.5927,0.08826,4.5927,0.03313
,8.58643,0,8.58643,0,8.58643,0,8.58643,0,8.58643,0,8.56735,0,8.58643,0,8.58643,0,,2.25346,0.17615,2.72189,0.12661,3.32385,0.0778,3.94913,0.1371,4.5968,0.21229,4.59681,0.09214,4.5968,0.08824,4.5968,0.03311
,8.5841,0,8.5841,0,8.5841,0,8.5841,0,8.5841,0,8.56491,0,8.5841,0,8.5841,0,,2.25444,0.17691,2.72332,0.12636,3.32598,0.07722,3.95214,0.13748,4.6009,0.21418,4.60089,0.093,4.6009,0.08822,4.6009,0.03309
,8.58176,0,8.58176,0,8.58176,0,8.58176,0,8.58176,0,8.56246,0,8.58176,0,8.58176,0,,2.25542,0.17765,2.72475,0.12587,3.32812,0.07778,3.95515,0.13784,4.605,0.21609,4.60498,0.09386,4.605,0.0882,4.605,0.03308
,8.57943,0,8.57943,0,8.57943,0,8.57943,0,8.57943,0,8.56002,0,8.57943,0,8.57943,0,,2.2564,0.17834,2.72619,0.12535,3.33025,0.07843,3.95817,0.13815,4.6091,0.21801,4.60907,0.09475,4.6091,0.08817,4.6091,0.03307
,8.5771,0,8.5771,0,8.5771,0,8.5771,0,8.5771,0,8.55758,0,8.5771,0,8.5771,0,,2.25738,0.17897,2.72762,0.12491,3.33239,0.07862,3.96119,0.13844,4.6132,0.21996,4.61317,0.09565,4.6132,0.08816,4.6132,0.03303
,8.57477,0,8.57477,0,8.57477,0,8.57477,0,8.57477,0,8.55514,0,8.57477,0,8.57477,0,,2.25836,0.17949,2.72905,0.12452,3.33454,0.07885,3.96422,0.13875,4.6173,0.22193,4.61728,0.09656,4.6173,0.08815,4.6173,0.03296
,8.57244,0,8.57244,0,8.57244,0,8.57244,0,8.57244,0,8.5527,0,8.57244,0,8.57244,0,,2.25935,0.1799,2.73049,0.12415,3.33668,0.07949,3.96726,0.13908,4.6214,0.22393,4.62139,0.09746,4.6214,0.08817,4.6214,0.03288
,8.57012,0,8.57012,0,8.57012,0,8.57012,0,8.57012,0,8.55026,0,8.57012,0,8.57012,0,,2.26033,0.18026,2.73193,0.12385,3.33883,0.08037,3.97029,0.13945,4.6255,0.22597,4.62552,0.09838,4.6255,0.0882,4.6255,0.03279
,8.56779,0,8.56779,0,8.56779,0,8.56779,0,8.56779,0,8.54782,0,8.56779,0,8.56779,0,,2.26132,0.18062,2.73337,0.12362,3.34098,0.08085,3.97334,0.13987,4.6296,0.22805,4.62965,0.09934,4.6296,0.08823,4.6296,0.0327
,8.56547,0,8.56547,0,8.56547,0,8.56547,0,8.56547,0,8.54539,0,8.56547,0,8.56547,0,,2.26231,0.18096,2.73481,0.12342,3.34314,0.08105,3.97638,0.14031,4.6338,0.23018,4.63378,0.10032,4.6338,0.08827,4.6338,0.03261
,8.56315,0,8.56315,0,8.56315,0,8.56315,0,8.56315,0,8.54296,0,8.56315,0,8.56315,0,,2.26329,0.1813,2.73626,0.12317,3.34529,0.0816,3.97944,0.14075,4.6379,0.23235,4.63793,0.10129,4.6379,0.0883,4.6379,0.03251
,8.56083,0,8.56083,0,8.56083,0,8.56083,0,8.56083,0,8.54052,0,8.56083,0,8.56083,0,,2.26428,0.18165,2.7377,0.12278,3.34745,0.08215,3.98249,0.14119,4.6421,0.23457,4.64208,0.10223,4.6421,0.08833,4.6421,0.0324
,8.5585,0,8.5585,0,8.5585,0,8.5585,0,8.5585,0,8.53809,0,8.5585,0,8.5585,0,,2.26527,0.182,2.73915,0.12225,3.34961,0.08236,3.98555,0.14164,4.6462,0.23684,4.64624,0.10317,4.6462,0.08836,4.6462,0.0323
